Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0260","-0.0045"
"","0.0200","0.0260","-0.0023"
"","0.0400","0.0261","-0.0036"
"","0.0600","0.0263","-0.0038"
"","0.0800","0.0267","-0.0032"
"","0.1000","0.0268","-0.0029"
"","0.1200","0.0264","-0.0021"
"","0.1400","0.0263","-0.0007"
"","0.1600","0.0265","-0.0044"
"","0.1800","0.0270","-0.0016"
"","0.2000","0.0277","-0.0044"
"","0.2200","0.0292","0.0000"
"","0.2400","0.0321","-0.0042"
"","0.2600","0.0357","-0.0038"
"","0.2800","0.0392","-0.0038"
"","0.3000","0.0423","-0.0051"
"","0.3200","0.0449","-0.0018"
"","0.3400","0.0471","-0.0045"
"","0.3600","0.0492","-0.0001"
"","0.3800","0.0511","-0.0031"
"","0.4000","0.0528","0.0001"
"","0.4200","0.0544","-0.0002"
"","0.4400","0.0560","-0.0015"
"","0.4600","0.0576","-0.0018"
"","0.4800","0.0592","-0.0032"
"","0.5000","0.0608","-0.0024"
"","0.5200","0.0624","-0.0009"
"","0.5400","0.0640","-0.0005"
"","0.5600","0.0656","-0.0015"
"","0.5800","0.0672","-0.0029"
"","0.6000","0.0688","-0.0017"
"","0.6200","0.0704","-0.0014"
"","0.6400","0.0722","-0.0032"
"","0.6600","0.0740","-0.0020"
"","0.6800","0.0759","-0.0001"
"","0.7000","0.0778","-0.0005"
"","0.7200","0.0797","0.0002"
"","0.7400","0.0815","-0.0025"
"","0.7600","0.0832","0.0041"
"","0.7800","0.0848","-0.0036"
"","0.8000","0.0863","0.0040"
"","0.8200","0.0878","-0.0031"
"","0.8400","0.0894","-0.0044"
"","0.8600","0.0909","0.0027"
"","0.8800","0.0925","-0.0064"
"","0.9000","0.0941","0.0039"
"","0.9200","0.0957","-0.0017"
"","0.9400","0.0974","0.0003"
"","0.9600","0.0989","0.0007"
"","0.9800","0.1004","-0.0017"
"","1.0000","0.1020","0.0019"
"","1.0200","0.1037","-0.0033"
