Results Table 1


Results Table 2


1,Time,Displacement,Force
"","2.8800","1.7812","0.6568"
"","2.9000","1.7828","0.6599"
"","2.9200","1.7844","0.6632"
"","2.9400","1.7859","0.6602"
"","2.9600","1.7873","0.6651"
"","2.9800","1.7888","0.6632"
"","3.0000","1.7903","0.6662"
"","3.0200","1.7918","0.6682"
"","3.0400","1.7934","0.6693"
"","3.0600","1.7949","0.6707"
"","3.0800","1.7965","0.6685"
"","3.1000","1.7981","0.6723"
"","3.1200","1.7999","0.6717"
"","3.1400","1.8017","0.6731"
"","3.1600","1.8036","0.6748"
"","3.1800","1.8055","0.6751"
"","3.2000","1.8075","0.6795"
"","3.2200","1.8093","0.6801"
"","3.2400","1.8111","0.6828"
"","3.2600","1.8128","0.6825"
"","3.2800","1.8144","0.6860"
"","3.3000","1.8159","0.6842"
"","3.3200","1.8175","0.6867"
"","3.3400","1.8190","0.6845"
"","3.3600","1.8206","0.6896"
"","3.3800","1.8222","0.6890"
"","3.4000","1.8238","0.6908"
"","3.4200","1.8254","0.6911"
"","3.4400","1.8269","0.6890"
"","3.4600","1.8284","0.6948"
"","3.4800","1.8299","0.6926"
"","3.5000","1.8315","0.6974"
"","3.5200","1.8331","0.6959"
"","3.5400","1.8348","0.6979"
"","3.5600","1.8366","0.6987"
"","3.5800","1.8384","0.6992"
"","3.6000","1.8402","0.7028"
"","3.6200","1.8421","0.7008"
"","3.6400","1.8440","0.7037"
"","3.6600","1.8459","0.7053"
"","3.6800","1.8477","0.7047"
"","3.7000","1.8493","0.7097"
"","3.7200","1.8510","0.7107"
"","3.7400","1.8525","0.7115"
"","3.7600","1.8541","0.7128"
"","3.7800","1.8557","0.7131"
"","3.8000","1.8572","0.7148"
"","3.8200","1.8588","0.7160"
"","3.8400","1.8604","0.7136"
"","3.8600","1.8620","0.7212"
"","3.8800","1.8636","0.7170"
"","3.9000","1.8652","0.7242"
"","3.9200","1.8668","0.7216"
"","3.9400","1.8685","0.7194"
"","3.9600","1.8703","0.7241"
"","3.9800","1.8720","0.7234"
"","4.0000","1.8737","0.7297"
"","4.0200","1.8755","0.7283"
"","4.0400","1.8773","0.7274"
"","4.0600","1.8790","0.7302"
"","4.0800","1.8807","0.7303"
"","4.1000","1.8823","0.7317"
"","4.1200","1.8839","0.7336"
"","4.1400","1.8854","0.7344"
"","4.1600","1.8870","0.7383"
"","4.1800","1.8886","0.7357"
"","4.2000","1.8902","0.7389"
"","4.2200","1.8918","0.7391"
"","4.2400","1.8935","0.7371"
"","4.2600","1.8951","0.7408"
"","4.2800","1.8968","0.7407"
"","4.3000","1.8984","0.7450"
"","4.3200","1.9001","0.7440"
"","4.3400","1.9017","0.7460"
"","4.3600","1.9035","0.7481"
"","4.3800","1.9053","0.7457"
"","4.4000","1.9072","0.7541"
"","4.4200","1.9090","0.7479"
"","4.4400","1.9107","0.7555"
"","4.4600","1.9124","0.7532"
"","4.4800","1.9140","0.7552"
"","4.5000","1.9156","0.7568"
"","4.5200","1.9172","0.7548"
"","4.5400","1.9187","0.7590"
"","4.5600","1.9203","0.7596"
"","4.5800","1.9219","0.7597"
"","4.6000","1.9235","0.7594"
"","4.6200","1.9250","0.7643"
"","4.6400","1.9266","0.7634"
"","4.6600","1.9282","0.7667"
"","4.6800","1.9298","0.7671"
"","4.7000","1.9315","0.7661"
"","4.7200","1.9332","0.7681"
"","4.7400","1.9350","0.7713"
"","4.7600","1.9368","0.7706"
"","4.7800","1.9387","0.7717"
"","4.8000","1.9405","0.7746"
"","4.8200","1.9423","0.7738"
"","4.8400","1.9442","0.7791"
"","4.8600","1.9460","0.7792"
"","4.8800","1.9477","0.7802"
"","4.9000","1.9494","0.7831"
"","4.9200","1.9509","0.7805"
"","4.9400","1.9523","0.7849"
"","4.9600","1.9538","0.7814"
"","4.9800","1.9552","0.7855"
"","5.0000","1.9567","0.7842"
"","5.0200","1.9582","0.7871"
"","5.0400","1.9598","0.7881"
"","5.0600","1.9615","0.7893"
"","5.0800","1.9631","0.7915"
"","5.1000","1.9646","0.7907"
"","5.1200","1.9662","0.7928"
"","5.1400","1.9679","0.7927"
"","5.1600","1.9697","0.7953"
"","5.1800","1.9715","0.7963"
"","5.2000","1.9734","0.7984"
"","5.2200","1.9753","0.7999"
"","5.2400","1.9772","0.7999"
"","5.2600","1.9790","0.8020"
"","5.2800","1.9808","0.8048"
"","5.3000","1.9826","0.8032"
"","5.3200","1.9843","0.8052"
"","5.3400","1.9860","0.8072"
"","5.3600","1.9875","0.8076"
"","5.3800","1.9890","0.8125"
"","5.4000","1.9905","0.8080"
"","5.4200","1.9920","0.8129"
"","5.4400","1.9935","0.8111"
"","5.4600","1.9950","0.8135"
"","5.4800","1.9966","0.8148"
"","5.5000","1.9982","0.8137"
"","5.5200","1.9998","0.8184"
"","5.5400","2.0015","0.8189"
"","5.5600","2.0032","0.8196"
"","5.5800","2.0049","0.8203"
"","5.6000","2.0068","0.8244"
"","5.6200","2.0087","0.8222"
"","5.6400","2.0106","0.8238"
"","5.6600","2.0125","0.8255"
"","5.6800","2.0143","0.8262"
"","5.7000","2.0161","0.8232"
"","5.7200","2.0177","0.8309"
"","5.7400","2.0193","0.8312"
"","5.7600","2.0208","0.8349"
"","5.7800","2.0223","0.8327"
"","5.8000","2.0239","0.8332"
"","5.8200","2.0254","0.8372"
"","5.8400","2.0270","0.8364"
"","5.8600","2.0286","0.8402"
"","5.8800","2.0303","0.8380"
"","5.9000","2.0319","0.8391"
"","5.9200","2.0334","0.8426"
"","5.9400","2.0349","0.8394"
"","5.9600","2.0365","0.8441"
"","5.9800","2.0382","0.8436"
"","6.0000","2.0399","0.8441"
"","6.0200","2.0417","0.8456"
"","6.0400","2.0434","0.8473"
"","6.0600","2.0452","0.8487"
"","6.0800","2.0470","0.8498"
"","6.1000","2.0489","0.8537"
"","6.1200","2.0507","0.8528"
"","6.1400","2.0524","0.8569"
"","6.1600","2.0541","0.8557"
"","6.1800","2.0558","0.8593"
"","6.2000","2.0574","0.8588"
"","6.2200","2.0590","0.8602"
"","6.2400","2.0606","0.8619"
"","6.2600","2.0622","0.8625"
"","6.2800","2.0638","0.8617"
"","6.3000","2.0654","0.8644"
"","6.3200","2.0670","0.8648"
"","6.3400","2.0687","0.8658"
"","6.3600","2.0704","0.8659"
"","6.3800","2.0721","0.8712"
"","6.4000","2.0738","0.8678"
"","6.4200","2.0756","0.8699"
"","6.4400","2.0773","0.8721"
"","6.4600","2.0790","0.8709"
"","6.4800","2.0807","0.8760"
"","6.5000","2.0824","0.8762"
"","6.5200","2.0841","0.8744"
"","6.5400","2.0856","0.8815"
"","6.5600","2.0871","0.8787"
"","6.5800","2.0887","0.8809"
"","6.6000","2.0903","0.8856"
"","6.6200","2.0919","0.8810"
"","6.6400","2.0935","0.8833"
"","6.6600","2.0951","0.8832"
"","6.6800","2.0968","0.8861"
"","6.7000","2.0985","0.8892"
"","6.7200","2.1001","0.8887"
"","6.7400","2.1017","0.8922"
"","6.7600","2.1034","0.8907"
"","6.7800","2.1052","0.8958"
"","6.8000","2.1070","0.8939"
"","6.8200","2.1088","0.8956"
"","6.8400","2.1106","0.8969"
"","6.8600","2.1124","0.8942"
"","6.8800","2.1142","0.9056"
"","6.9000","2.1160","0.8957"
"","6.9200","2.1177","0.9019"
"","6.9400","2.1193","0.9025"
"","6.9600","2.1209","0.8978"
"","6.9800","2.1224","0.9079"
"","7.0000","2.1239","0.9042"
"","7.0200","2.1255","0.9102"
"","7.0400","2.1270","0.9070"
"","7.0600","2.1286","0.9075"
"","7.0800","2.1302","0.9101"
"","7.1000","2.1317","0.9069"
"","7.1200","2.1333","0.9167"
"","7.1400","2.1349","0.9105"
"","7.1600","2.1365","0.9166"
"","7.1800","2.1382","0.9175"
"","7.2000","2.1401","0.9143"
"","7.2200","2.1419","0.9224"
"","7.2400","2.1438","0.9169"
"","7.2600","2.1458","0.9224"
"","7.2800","2.1477","0.9224"
"","7.3000","2.1495","0.9248"
"","7.3200","2.1512","0.9231"
"","7.3400","2.1528","0.9297"
"","7.3600","2.1544","0.9262"
"","7.3800","2.1559","0.9292"
"","7.4000","2.1574","0.9279"
"","7.4200","2.1589","0.9318"
"","7.4400","2.1605","0.9295"
"","7.4600","2.1621","0.9327"
"","7.4800","2.1637","0.9374"
"","7.5000","2.1652","0.9288"
"","7.5200","2.1668","0.9416"
"","7.5400","2.1683","0.9369"
"","7.5600","2.1699","0.9339"
"","7.5800","2.1714","0.9444"
"","7.6000","2.1730","0.9369"
"","7.6200","2.1747","0.9445"
"","7.6400","2.1765","0.9416"
"","7.6600","2.1783","0.9443"
"","7.6800","2.1802","0.9450"
"","7.7000","2.1821","0.9409"
"","7.7200","2.1840","0.9498"
"","7.7400","2.1859","0.9480"
"","7.7600","2.1877","0.9508"
"","7.7800","2.1894","0.9583"
"","7.8000","2.1910","0.9462"
"","7.8200","2.1926","0.9598"
"","7.8400","2.1941","0.9533"
"","7.8600","2.1957","0.9500"
"","7.8800","2.1973","0.9642"
"","7.9000","2.1988","0.9524"
"","7.9200","2.2005","0.9634"
"","7.9400","2.2021","0.9593"
"","7.9600","2.2037","0.9643"
"","7.9800","2.2052","0.9615"
"","8.0000","2.2069","0.9604"
"","8.0200","2.2086","0.9715"
"","8.0400","2.2103","0.9610"
"","8.0600","2.2121","0.9708"
"","8.0800","2.2138","0.9695"
"","8.1000","2.2157","0.9665"
"","8.1200","2.2175","0.9757"
"","8.1400","2.2193","0.9715"
"","8.1600","2.2210","0.9760"
"","8.1800","2.2226","0.9773"
"","8.2000","2.2242","0.9763"
"","8.2200","2.2258","0.9778"
"","8.2400","2.2274","0.9811"
"","8.2600","2.2289","0.9785"
"","8.2800","2.2305","0.9850"
"","8.3000","2.2320","0.9794"
"","8.3200","2.2336","0.9846"
"","8.3400","2.2352","0.9819"
"","8.3600","2.2368","0.9858"
"","8.3800","2.2384","0.9885"
"","8.4000","2.2400","0.9869"
"","8.4200","2.2417","0.9917"
"","8.4400","2.2434","0.9883"
"","8.4600","2.2451","0.9930"
"","8.4800","2.2469","0.9923"
"","8.5000","2.2487","0.9960"
"","8.5200","2.2505","0.9938"
"","8.5400","2.2523","0.9950"
"","8.5600","2.2541","0.9955"
"","8.5800","2.2558","1.0007"
"","8.6000","2.2575","0.9998"
"","8.6200","2.2591","1.0006"
"","8.6400","2.2607","1.0030"
"","8.6600","2.2623","1.0004"
"","8.6800","2.2638","1.0077"
"","8.7000","2.2654","1.0045"
"","8.7200","2.2669","1.0052"
"","8.7400","2.2685","1.0088"
"","8.7600","2.2701","1.0056"
"","8.7800","2.2717","1.0143"
"","8.8000","2.2733","1.0090"
"","8.8200","2.2750","1.0113"
"","8.8400","2.2767","1.0101"
"","8.8600","2.2785","1.0150"
"","8.8800","2.2804","1.0180"
"","8.9000","2.2823","1.0192"
"","8.9200","2.2842","1.0196"
"","8.9400","2.2860","1.0203"
"","8.9600","2.2877","1.0196"
"","8.9800","2.2893","1.0231"
"","9.0000","2.2908","1.0238"
"","9.0200","2.2923","1.0245"
"","9.0400","2.2938","1.0262"
"","9.0600","2.2952","1.0228"
"","9.0800","2.2968","1.0303"
"","9.1000","2.2984","1.0289"
"","9.1200","2.3000","1.0314"
"","9.1400","2.3016","1.0332"
"","9.1600","2.3033","1.0283"
"","9.1800","2.3049","1.0370"
"","9.2000","2.3064","1.0328"
"","9.2200","2.3081","1.0363"
"","9.2400","2.3098","1.0388"
"","9.2600","2.3116","1.0357"
"","9.2800","2.3135","1.0436"
"","9.3000","2.3153","1.0380"
"","9.3200","2.3171","1.0424"
"","9.3400","2.3189","1.0418"
"","9.3600","2.3208","1.0439"
"","9.3800","2.3226","1.0471"
"","9.4000","2.3243","1.0486"
"","9.4200","2.3260","1.0484"
"","9.4400","2.3276","1.0498"
"","9.4600","2.3292","1.0490"
"","9.4800","2.3307","1.0520"
"","9.5000","2.3322","1.0497"
"","9.5200","2.3337","1.0537"
"","9.5400","2.3352","1.0540"
"","9.5600","2.3367","1.0556"
"","9.5800","2.3383","1.0564"
"","9.6000","2.3397","1.0554"
"","9.6200","2.3413","1.0601"
"","9.6400","2.3431","1.0569"
"","9.6600","2.3449","1.0612"
"","9.6800","2.3468","1.0629"
"","9.7000","2.3487","1.0649"
"","9.7200","2.3506","1.0672"
"","9.7400","2.3524","1.0640"
"","9.7600","2.3542","1.0681"
"","9.7800","2.3559","1.0667"
"","9.8000","2.3576","1.0696"
"","9.8200","2.3591","1.0691"
"","9.8400","2.3607","1.0704"
"","9.8600","2.3622","1.0743"
"","9.8800","2.3637","1.0740"
"","9.9000","2.3653","1.0760"
"","9.9200","2.3669","1.0790"
"","9.9400","2.3685","1.0779"
"","9.9600","2.3701","1.0798"
"","9.9800","2.3718","1.0785"
"","10.0000","2.3734","1.0805"
"","10.0200","2.3749","1.0852"
"","10.0400","2.3765","1.0813"
"","10.0600","2.3782","1.0882"
"","10.0800","2.3799","1.0860"
"","10.1000","2.3817","1.0878"
"","10.1200","2.3835","1.0882"
"","10.1400","2.3853","1.0878"
"","10.1600","2.3871","1.0917"
"","10.1800","2.3889","1.0911"
"","10.2000","2.3907","1.0906"
"","10.2200","2.3924","1.0933"
"","10.2400","2.3941","1.0957"
"","10.2600","2.3957","1.0957"
"","10.2800","2.3973","1.0983"
"","10.3000","2.3988","1.0989"
"","10.3200","2.4004","1.1001"
"","10.3400","2.4020","1.1018"
"","10.3600","2.4036","1.0991"
"","10.3800","2.4053","1.1034"
"","10.4000","2.4069","1.1035"
"","10.4200","2.4085","1.1070"
"","10.4400","2.4101","1.1048"
"","10.4600","2.4119","1.1101"
"","10.4800","2.4136","1.1083"
"","10.5000","2.4154","1.1084"
"","10.5200","2.4172","1.1132"
"","10.5400","2.4190","1.1094"
"","10.5600","2.4207","1.1181"
"","10.5800","2.4224","1.1142"
"","10.6000","2.4241","1.1203"
"","10.6200","2.4257","1.1184"
"","10.6400","2.4273","1.1171"
"","10.6600","2.4289","1.1203"
"","10.6800","2.4305","1.1202"
"","10.7000","2.4321","1.1219"
"","10.7200","2.4337","1.1231"
"","10.7400","2.4353","1.1251"
"","10.7600","2.4369","1.1262"
"","10.7800","2.4385","1.1258"
"","10.8000","2.4401","1.1275"
"","10.8200","2.4417","1.1264"
"","10.8400","2.4433","1.1282"
"","10.8600","2.4450","1.1319"
"","10.8800","2.4467","1.1291"
"","10.9000","2.4484","1.1347"
"","10.9200","2.4502","1.1365"
"","10.9400","2.4521","1.1335"
"","10.9600","2.4539","1.1406"
"","10.9800","2.4557","1.1377"
"","11.0000","2.4574","1.1433"
"","11.0200","2.4592","1.1404"
"","11.0400","2.4608","1.1441"
"","11.0600","2.4624","1.1420"
"","11.0800","2.4640","1.1458"
"","11.1000","2.4656","1.1444"
"","11.1200","2.4672","1.1421"
"","11.1400","2.4688","1.1472"
"","11.1600","2.4704","1.1449"
"","11.1800","2.4720","1.1520"
"","11.2000","2.4736","1.1499"
"","11.2200","2.4751","1.1532"
"","11.2400","2.4766","1.1520"
"","11.2600","2.4783","1.1537"
"","11.2800","2.4800","1.1548"
"","11.3000","2.4818","1.1573"
"","11.3200","2.4837","1.1585"
"","11.3400","2.4855","1.1604"
"","11.3600","2.4874","1.1620"
"","11.3800","2.4892","1.1597"
"","11.4000","2.4911","1.1632"
"","11.4200","2.4928","1.1626"
"","11.4400","2.4945","1.1645"
"","11.4600","2.4960","1.1666"
"","11.4800","2.4976","1.1671"
"","11.5000","2.4991","1.1686"
"","11.5200","2.5006","1.1677"
"","11.5400","2.5021","1.1721"
"","11.5600","2.5036","1.1695"
"","11.5800","2.5051","1.1742"
"","11.6000","2.5067","1.1718"
"","11.6200","2.5082","1.1739"
"","11.6400","2.5098","1.1756"
"","11.6600","2.5113","1.1754"
"","11.6800","2.5130","1.1787"
"","11.7000","2.5147","1.1795"
"","11.7200","2.5165","1.1812"
"","11.7400","2.5183","1.1804"
"","11.7600","2.5202","1.1826"
"","11.7800","2.5220","1.1852"
"","11.8000","2.5240","1.1864"
"","11.8200","2.5259","1.1865"
"","11.8400","2.5278","1.1887"
"","11.8600","2.5295","1.1879"
"","11.8800","2.5312","1.1914"
"","11.9000","2.5328","1.1915"
"","11.9200","2.5343","1.1936"
"","11.9400","2.5359","1.1951"
"","11.9600","2.5374","1.1931"
"","11.9800","2.5389","1.1993"
"","12.0000","2.5405","1.1955"
"","12.0200","2.5420","1.1972"
"","12.0400","2.5435","1.2025"
"","12.0600","2.5450","1.1986"
"","12.0800","2.5466","1.2029"
"","12.1000","2.5483","1.2013"
"","12.1200","2.5500","1.2018"
"","12.1400","2.5518","1.2041"
"","12.1600","2.5536","1.2046"
"","12.1800","2.5555","1.2089"
"","12.2000","2.5573","1.2108"
"","12.2200","2.5591","1.2097"
"","12.2400","2.5609","1.2130"
"","12.2600","2.5626","1.2133"
"","12.2800","2.5642","1.2140"
"","12.3000","2.5658","1.2139"
"","12.3200","2.5673","1.2111"
"","12.3400","2.5689","1.2189"
"","12.3600","2.5705","1.2150"
"","12.3800","2.5721","1.2228"
"","12.4000","2.5737","1.2198"
"","12.4200","2.5753","1.2206"
"","12.4400","2.5769","1.2227"
"","12.4600","2.5784","1.2215"
"","12.4800","2.5800","1.2263"
"","12.5000","2.5817","1.2230"
"","12.5200","2.5833","1.2262"
"","12.5400","2.5850","1.2271"
"","12.5600","2.5868","1.2266"
"","12.5800","2.5885","1.2325"
"","12.6000","2.5903","1.2297"
"","12.6200","2.5921","1.2336"
"","12.6400","2.5940","1.2312"
"","12.6600","2.5958","1.2339"
"","12.6800","2.5976","1.2350"
"","12.7000","2.5993","1.2367"
"","12.7200","2.6009","1.2357"
"","12.7400","2.6025","1.2415"
"","12.7600","2.6041","1.2373"
"","12.7800","2.6056","1.2416"
"","12.8000","2.6071","1.2436"
"","12.8200","2.6086","1.2429"
"","12.8400","2.6102","1.2457"
"","12.8600","2.6118","1.2458"
"","12.8800","2.6135","1.2461"
"","12.9000","2.6151","1.2475"
"","12.9200","2.6168","1.2515"
"","12.9400","2.6186","1.2478"
"","12.9600","2.6203","1.2531"
"","12.9800","2.6221","1.2519"
"","13.0000","2.6239","1.2530"
"","13.0200","2.6257","1.2563"
"","13.0400","2.6274","1.2556"
"","13.0600","2.6290","1.2564"
"","13.0800","2.6307","1.2577"
"","13.1000","2.6323","1.2607"
"","13.1200","2.6339","1.2619"
"","13.1400","2.6355","1.2627"
"","13.1600","2.6371","1.2644"
"","13.1800","2.6388","1.2650"
"","13.2000","2.6404","1.2652"
"","13.2200","2.6421","1.2667"
"","13.2400","2.6436","1.2686"
"","13.2600","2.6452","1.2658"
"","13.2800","2.6467","1.2671"
"","13.3000","2.6482","1.2676"
"","13.3200","2.6498","1.2723"
"","13.3400","2.6515","1.2703"
"","13.3600","2.6533","1.2758"
"","13.3800","2.6551","1.2734"
"","13.4000","2.6570","1.2775"
"","13.4200","2.6588","1.2780"
"","13.4400","2.6605","1.2785"
"","13.4600","2.6622","1.2822"
"","13.4800","2.6639","1.2777"
"","13.5000","2.6655","1.2823"
"","13.5200","2.6671","1.2819"
"","13.5400","2.6687","1.2840"
"","13.5600","2.6703","1.2861"
"","13.5800","2.6719","1.2856"
"","13.6000","2.6736","1.2893"
"","13.6200","2.6753","1.2878"
"","13.6400","2.6769","1.2903"
"","13.6600","2.6786","1.2917"
"","13.6800","2.6802","1.2908"
"","13.7000","2.6818","1.2913"
"","13.7200","2.6834","1.2949"
"","13.7400","2.6851","1.2930"
"","13.7600","2.6869","1.2974"
"","13.7800","2.6888","1.2978"
"","13.8000","2.6906","1.2973"
"","13.8200","2.6924","1.3005"
"","13.8400","2.6942","1.3003"
"","13.8600","2.6960","1.3031"
"","13.8800","2.6977","1.2997"
"","13.9000","2.6992","1.3071"
"","13.9200","2.7007","1.3028"
"","13.9400","2.7021","1.3072"
"","13.9600","2.7036","1.3071"
"","13.9800","2.7052","1.3081"
"","14.0000","2.7068","1.3092"
"","14.0200","2.7084","1.3072"
"","14.0400","2.7100","1.3132"
"","14.0600","2.7116","1.3119"
"","14.0800","2.7131","1.3174"
"","14.1000","2.7147","1.3181"
"","14.1200","2.7163","1.3166"
"","14.1400","2.7180","1.3172"
"","14.1600","2.7197","1.3190"
"","14.1800","2.7216","1.3213"
"","14.2000","2.7235","1.3221"
"","14.2200","2.7254","1.3233"
"","14.2400","2.7273","1.3246"
"","14.2600","2.7291","1.3260"
"","14.2800","2.7309","1.3272"
"","14.3000","2.7326","1.3289"
"","14.3200","2.7343","1.3296"
"","14.3400","2.7360","1.3277"
"","14.3600","2.7376","1.3308"
"","14.3800","2.7392","1.3306"
"","14.4000","2.7407","1.3356"
"","14.4200","2.7421","1.3353"
"","14.4400","2.7436","1.3363"
"","14.4600","2.7451","1.3329"
"","14.4800","2.7466","1.3399"
"","14.5000","2.7482","1.3350"
"","14.5200","2.7498","1.3401"
"","14.5400","2.7514","1.3385"
"","14.5600","2.7531","1.3442"
"","14.5800","2.7549","1.3393"
"","14.6000","2.7568","1.3429"
"","14.6200","2.7587","1.3478"
"","14.6400","2.7606","1.3450"
"","14.6600","2.7625","1.3507"
"","14.6800","2.7643","1.3488"
"","14.7000","2.7660","1.3507"
"","14.7200","2.7677","1.3532"
"","14.7400","2.7693","1.3504"
"","14.7600","2.7708","1.3511"
"","14.7800","2.7724","1.3573"
"","14.8000","2.7740","1.3536"
"","14.8200","2.7756","1.3544"
"","14.8400","2.7772","1.3579"
"","14.8600","2.7787","1.3574"
"","14.8800","2.7803","1.3624"
"","14.9000","2.7818","1.3588"
"","14.9200","2.7832","1.3628"
"","14.9400","2.7847","1.3591"
"","14.9600","2.7863","1.3662"
"","14.9800","2.7880","1.3629"
"","15.0000","2.7897","1.3658"
"","15.0200","2.7915","1.3679"
"","15.0400","2.7933","1.3643"
"","15.0600","2.7952","1.3760"
"","15.0800","2.7971","1.3643"
"","15.1000","2.7990","1.3762"
"","15.1200","2.8009","1.3740"
"","15.1400","2.8026","1.3707"
"","15.1600","2.8042","1.3787"
"","15.1800","2.8058","1.3720"
"","15.2000","2.8074","1.3801"
"","15.2200","2.8089","1.3775"
"","15.2400","2.8105","1.3815"
"","15.2600","2.8121","1.3804"
"","15.2800","2.8137","1.3797"
"","15.3000","2.8153","1.3854"
"","15.3200","2.8170","1.3802"
"","15.3400","2.8186","1.3853"
"","15.3600","2.8203","1.3859"
"","15.3800","2.8220","1.3869"
"","15.4000","2.8237","1.3905"
"","15.4200","2.8255","1.3886"
"","15.4400","2.8272","1.3917"
"","15.4600","2.8289","1.3941"
