Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","3.4800","3.1753","0.0979"
"","3.5000","3.1769","0.0962"
"","3.5200","3.1785","0.0999"
"","3.5400","3.1801","0.1007"
"","3.5600","3.1817","0.0981"
"","3.5800","3.1833","0.1024"
"","3.6000","3.1849","0.1012"
"","3.6200","3.1866","0.1031"
"","3.6400","3.1883","0.1041"
"","3.6600","3.1900","0.1030"
"","3.6800","3.1916","0.1048"
"","3.7000","3.1932","0.1048"
"","3.7200","3.1948","0.1098"
"","3.7400","3.1965","0.1053"
"","3.7600","3.1982","0.1099"
"","3.7800","3.1999","0.1056"
"","3.8000","3.2016","0.1101"
"","3.8200","3.2033","0.1108"
"","3.8400","3.2051","0.1135"
"","3.8600","3.2069","0.1111"
"","3.8800","3.2087","0.1085"
"","3.9000","3.2104","0.1112"
"","3.9200","3.2121","0.1122"
"","3.9400","3.2138","0.1147"
"","3.9600","3.2153","0.1147"
"","3.9800","3.2169","0.1135"
"","4.0000","3.2184","0.1156"
"","4.0200","3.2200","0.1138"
"","4.0400","3.2216","0.1150"
"","4.0600","3.2232","0.1153"
"","4.0800","3.2247","0.1189"
"","4.1000","3.2264","0.1158"
"","4.1200","3.2280","0.1184"
"","4.1400","3.2298","0.1219"
"","4.1600","3.2317","0.1243"
"","4.1800","3.2335","0.1215"
"","4.2000","3.2353","0.1211"
"","4.2200","3.2372","0.1183"
"","4.2400","3.2390","0.1249"
"","4.2600","3.2407","0.1243"
"","4.2800","3.2423","0.1228"
"","4.3000","3.2438","0.1243"
"","4.3200","3.2453","0.1199"
"","4.3400","3.2468","0.1260"
"","4.3600","3.2484","0.1241"
"","4.3800","3.2500","0.1301"
"","4.4000","3.2515","0.1253"
"","4.4200","3.2531","0.1295"
"","4.4400","3.2547","0.1286"
"","4.4600","3.2563","0.1322"
"","4.4800","3.2580","0.1322"
"","4.5000","3.2595","0.1284"
"","4.5200","3.2611","0.1301"
"","4.5400","3.2627","0.1305"
"","4.5600","3.2645","0.1340"
"","4.5800","3.2663","0.1322"
"","4.6000","3.2681","0.1337"
"","4.6200","3.2700","0.1310"
"","4.6400","3.2719","0.1350"
"","4.6600","3.2738","0.1378"
"","4.6800","3.2757","0.1361"
"","4.7000","3.2775","0.1381"
"","4.7200","3.2793","0.1377"
"","4.7400","3.2809","0.1369"
"","4.7600","3.2824","0.1385"
"","4.7800","3.2838","0.1378"
"","4.8000","3.2852","0.1445"
"","4.8200","3.2867","0.1360"
"","4.8400","3.2882","0.1375"
"","4.8600","3.2897","0.1446"
"","4.8800","3.2913","0.1417"
"","4.9000","3.2929","0.1396"
"","4.9200","3.2945","0.1441"
"","4.9400","3.2962","0.1430"
"","4.9600","3.2979","0.1472"
"","4.9800","3.2996","0.1444"
"","5.0000","3.3014","0.1459"
"","5.0200","3.3033","0.1439"
"","5.0400","3.3052","0.1485"
"","5.0600","3.3071","0.1454"
"","5.0800","3.3091","0.1466"
"","5.1000","3.3109","0.1511"
"","5.1200","3.3126","0.1487"
"","5.1400","3.3142","0.1494"
"","5.1600","3.3157","0.1500"
"","5.1800","3.3173","0.1519"
"","5.2000","3.3188","0.1540"
"","5.2200","3.3204","0.1499"
"","5.2400","3.3220","0.1572"
"","5.2600","3.3235","0.1535"
"","5.2800","3.3250","0.1553"
"","5.3000","3.3264","0.1560"
"","5.3200","3.3278","0.1564"
"","5.3400","3.3294","0.1580"
"","5.3600","3.3310","0.1563"
"","5.3800","3.3327","0.1574"
"","5.4000","3.3344","0.1587"
"","5.4200","3.3362","0.1591"
"","5.4400","3.3380","0.1587"
"","5.4600","3.3398","0.1613"
"","5.4800","3.3416","0.1609"
"","5.5000","3.3435","0.1633"
"","5.5200","3.3453","0.1603"
"","5.5400","3.3471","0.1660"
"","5.5600","3.3488","0.1608"
"","5.5800","3.3505","0.1636"
"","5.6000","3.3521","0.1626"
"","5.6200","3.3537","0.1653"
"","5.6400","3.3553","0.1745"
"","5.6600","3.3569","0.1647"
"","5.6800","3.3585","0.1705"
"","5.7000","3.3602","0.1659"
"","5.7200","3.3618","0.1661"
"","5.7400","3.3634","0.1692"
"","5.7600","3.3649","0.1657"
"","5.7800","3.3665","0.1718"
"","5.8000","3.3681","0.1702"
"","5.8200","3.3698","0.1731"
"","5.8400","3.3715","0.1695"
"","5.8600","3.3733","0.1743"
"","5.8800","3.3751","0.1739"
"","5.9000","3.3769","0.1779"
"","5.9200","3.3786","0.1756"
"","5.9400","3.3803","0.1749"
"","5.9600","3.3819","0.1726"
"","5.9800","3.3835","0.1781"
"","6.0000","3.3850","0.1805"
"","6.0200","3.3867","0.1776"
"","6.0400","3.3884","0.1804"
"","6.0600","3.3901","0.1792"
"","6.0800","3.3917","0.1812"
"","6.1000","3.3933","0.1799"
"","6.1200","3.3949","0.1826"
"","6.1400","3.3964","0.1833"
"","6.1600","3.3980","0.1838"
"","6.1800","3.3997","0.1827"
"","6.2000","3.4014","0.1844"
"","6.2200","3.4032","0.1847"
"","6.2400","3.4051","0.1869"
"","6.2600","3.4069","0.1870"
"","6.2800","3.4086","0.1836"
"","6.3000","3.4103","0.1891"
"","6.3200","3.4119","0.1862"
"","6.3400","3.4136","0.1872"
"","6.3600","3.4152","0.1881"
"","6.3800","3.4168","0.1830"
"","6.4000","3.4184","0.1904"
"","6.4200","3.4200","0.1935"
"","6.4400","3.4216","0.1968"
"","6.4600","3.4232","0.1839"
"","6.4800","3.4248","0.1956"
"","6.5000","3.4264","0.1945"
"","6.5200","3.4280","0.1952"
"","6.5400","3.4296","0.1932"
"","6.5600","3.4313","0.1941"
"","6.5800","3.4329","0.1958"
"","6.6000","3.4347","0.1907"
"","6.6200","3.4365","0.1920"
"","6.6400","3.4384","0.1955"
"","6.6600","3.4403","0.2045"
"","6.6800","3.4422","0.1982"
"","6.7000","3.4440","0.1978"
"","6.7200","3.4457","0.2009"
"","6.7400","3.4473","0.2020"
"","6.7600","3.4489","0.2024"
"","6.7800","3.4504","0.2027"
"","6.8000","3.4518","0.2028"
"","6.8200","3.4533","0.2030"
"","6.8400","3.4549","0.2052"
"","6.8600","3.4565","0.2017"
"","6.8800","3.4581","0.2054"
"","6.9000","3.4596","0.2055"
