Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","3.2755","-0.0054"
"","0.0200","3.2754","0.0001"
"","0.0400","3.2753","-0.0038"
"","0.0600","3.2754","-0.0027"
"","0.0800","3.2756","-0.0018"
"","0.1000","3.2759","-0.0034"
"","0.1200","3.2763","-0.0031"
"","0.1400","3.2768","-0.0035"
"","0.1600","3.2775","-0.0023"
"","0.1800","3.2784","-0.0020"
"","0.2000","3.2795","-0.0028"
"","0.2200","3.2794","-0.0042"
"","0.2400","3.2791","-0.0003"
"","0.2600","3.2792","-0.0042"
"","0.2800","3.2795","-0.0022"
"","0.3000","3.2801","-0.0025"
"","0.3200","3.2809","-0.0013"
"","0.3400","3.2828","0.0025"
"","0.3600","3.2860","-0.0019"
"","0.3800","3.2895","0.0013"
"","0.4000","3.2928","-0.0023"
"","0.4200","3.2955","0.0026"
"","0.4400","3.2978","0.0020"
"","0.4600","3.2999","0.0064"
"","0.4800","3.3019","0.0020"
"","0.5000","3.3040","0.0061"
"","0.5200","3.3060","0.0051"
"","0.5400","3.3080","0.0062"
"","0.5600","3.3100","0.0091"
"","0.5800","3.3118","0.0072"
"","0.6000","3.3135","0.0083"
"","0.6200","3.3151","0.0068"
"","0.6400","3.3167","0.0100"
"","0.6600","3.3182","0.0091"
"","0.6800","3.3198","0.0130"
"","0.7000","3.3213","0.0119"
"","0.7200","3.3229","0.0088"
"","0.7400","3.3244","0.0150"
"","0.7600","3.3259","0.0089"
"","0.7800","3.3273","0.0144"
"","0.8000","3.3287","0.0103"
"","0.8200","3.3303","0.0138"
"","0.8400","3.3320","0.0098"
"","0.8600","3.3338","0.0163"
"","0.8800","3.3355","0.0137"
"","0.9000","3.3373","0.0124"
"","0.9200","3.3391","0.0141"
"","0.9400","3.3409","0.0141"
"","0.9600","3.3428","0.0192"
"","0.9800","3.3446","0.0161"
"","1.0000","3.3464","0.0191"
"","1.0200","3.3482","0.0142"
"","1.0400","3.3499","0.0208"
"","1.0600","3.3516","0.0186"
"","1.0800","3.3532","0.0195"
"","1.1000","3.3548","0.0206"
"","1.1200","3.3564","0.0163"
"","1.1400","3.3580","0.0233"
"","1.1600","3.3596","0.0200"
"","1.1800","3.3612","0.0237"
"","1.2000","3.3628","0.0211"
"","1.2200","3.3644","0.0204"
"","1.2400","3.3659","0.0229"
"","1.2600","3.3675","0.0225"
"","1.2800","3.3692","0.0248"
"","1.3000","3.3710","0.0238"
"","1.3200","3.3727","0.0232"
"","1.3400","3.3745","0.0259"
"","1.3600","3.3763","0.0290"
"","1.3800","3.3781","0.0236"
"","1.4000","3.3797","0.0309"
"","1.4200","3.3814","0.0249"
"","1.4400","3.3830","0.0303"
"","1.4600","3.3846","0.0266"
"","1.4800","3.3862","0.0278"
"","1.5000","3.3878","0.0300"
"","1.5200","3.3894","0.0278"
"","1.5400","3.3910","0.0328"
"","1.5600","3.3927","0.0277"
"","1.5800","3.3943","0.0342"
"","1.6000","3.3958","0.0279"
"","1.6200","3.3974","0.0327"
"","1.6400","3.3991","0.0341"
"","1.6600","3.4008","0.0325"
"","1.6800","3.4026","0.0360"
"","1.7000","3.4045","0.0336"
"","1.7200","3.4063","0.0351"
"","1.7400","3.4080","0.0357"
"","1.7600","3.4097","0.0353"
"","1.7800","3.4113","0.0367"
"","1.8000","3.4130","0.0366"
"","1.8200","3.4146","0.0353"
"","1.8400","3.4162","0.0367"
"","1.8600","3.4178","0.0378"
"","1.8800","3.4195","0.0390"
"","1.9000","3.4211","0.0401"
"","1.9200","3.4227","0.0371"
"","1.9400","3.4243","0.0408"
"","1.9600","3.4258","0.0370"
"","1.9800","3.4274","0.0433"
"","2.0000","3.4291","0.0388"
"","2.0200","3.4307","0.0442"
"","2.0400","3.4324","0.0447"
"","2.0600","3.4341","0.0421"
"","2.0800","3.4359","0.0475"
"","2.1000","3.4377","0.0417"
"","2.1200","3.4396","0.0469"
"","2.1400","3.4414","0.0445"
"","2.1600","3.4433","0.0427"
"","2.1800","3.4450","0.0487"
"","2.2000","3.4468","0.0450"
"","2.2200","3.4484","0.0468"
"","2.2400","3.4500","0.0475"
"","2.2600","3.4515","0.0469"
"","2.2800","3.4529","0.0488"
"","2.3000","3.4544","0.0503"
"","2.3200","3.4560","0.0500"
"","2.3400","3.4575","0.0483"
"","2.3600","3.4591","0.0488"
"","2.3800","3.4606","0.0501"
"","2.4000","3.4622","0.0496"
"","2.4200","3.4637","0.0514"
"","2.4400","3.4653","0.0525"
"","2.4600","3.4670","0.0502"
"","2.4800","3.4687","0.0549"
"","2.5000","3.4704","0.0528"
"","2.5200","3.4723","0.0593"
"","2.5400","3.4742","0.0540"
"","2.5600","3.4761","0.0575"
"","2.5800","3.4780","0.0557"
"","2.6000","3.4800","0.0579"
"","2.6200","3.4818","0.0563"
"","2.6400","3.4836","0.0569"
"","2.6600","3.4853","0.0573"
"","2.6800","3.4869","0.0571"
"","2.7000","3.4884","0.0584"
"","2.7200","3.4898","0.0564"
"","2.7400","3.4913","0.0614"
"","2.7600","3.4927","0.0598"
"","2.7800","3.4942","0.0591"
"","2.8000","3.4957","0.0631"
"","2.8200","3.4972","0.0575"
"","2.8400","3.4988","0.0617"
"","2.8600","3.5004","0.0594"
"","2.8800","3.5020","0.0650"
"","2.9000","3.5037","0.0608"
"","2.9200","3.5056","0.0658"
"","2.9400","3.5075","0.0633"
"","2.9600","3.5094","0.0633"
"","2.9800","3.5113","0.0671"
"","3.0000","3.5132","0.0632"
"","3.0200","3.5150","0.0699"
"","3.0400","3.5168","0.0632"
"","3.0600","3.5184","0.0688"
"","3.0800","3.5200","0.0672"
"","3.1000","3.5215","0.0721"
"","3.1200","3.5231","0.0663"
"","3.1400","3.5246","0.0694"
"","3.1600","3.5262","0.0698"
"","3.1800","3.5278","0.0711"
"","3.2000","3.5293","0.0731"
"","3.2200","3.5309","0.0709"
"","3.2400","3.5324","0.0698"
"","3.2600","3.5339","0.0706"
"","3.2800","3.5355","0.0756"
"","3.3000","3.5372","0.0697"
"","3.3200","3.5389","0.0740"
"","3.3400","3.5407","0.0723"
"","3.3600","3.5425","0.0748"
"","3.3800","3.5442","0.0770"
"","3.4000","3.5461","0.0748"
"","3.4200","3.5479","0.0796"
"","3.4400","3.5498","0.0727"
"","3.4600","3.5516","0.0770"
"","3.4800","3.5533","0.0761"
"","3.5000","3.5549","0.0794"
"","3.5200","3.5565","0.0760"
"","3.5400","3.5581","0.0783"
"","3.5600","3.5597","0.0787"
"","3.5800","3.5613","0.0808"
"","3.6000","3.5628","0.0797"
"","3.6200","3.5644","0.0801"
"","3.6400","3.5660","0.0826"
"","3.6600","3.5677","0.0761"
"","3.6800","3.5693","0.0866"
"","3.7000","3.5710","0.0792"
"","3.7200","3.5727","0.0872"
"","3.7400","3.5745","0.0831"
"","3.7600","3.5763","0.0802"
"","3.7800","3.5781","0.0852"
"","3.8000","3.5798","0.0842"
"","3.8200","3.5815","0.0854"
"","3.8400","3.5831","0.0839"
"","3.8600","3.5848","0.0879"
"","3.8800","3.5863","0.0887"
"","3.9000","3.5879","0.0863"
"","3.9200","3.5895","0.0895"
"","3.9400","3.5911","0.0859"
"","3.9600","3.5926","0.0896"
"","3.9800","3.5942","0.0893"
"","4.0000","3.5959","0.0899"
"","4.0200","3.5976","0.0900"
"","4.0400","3.5993","0.0901"
"","4.0600","3.6009","0.0888"
"","4.0800","3.6026","0.0951"
"","4.1000","3.6043","0.0919"
"","4.1200","3.6060","0.0958"
"","4.1400","3.6077","0.0933"
"","4.1600","3.6095","0.0926"
"","4.1800","3.6113","0.0966"
"","4.2000","3.6131","0.0929"
"","4.2200","3.6149","0.0975"
"","4.2400","3.6167","0.0932"
"","4.2600","3.6183","0.0960"
"","4.2800","3.6198","0.0968"
"","4.3000","3.6214","0.0978"
"","4.3200","3.6230","0.0992"
"","4.3400","3.6245","0.0981"
"","4.3600","3.6261","0.1000"
"","4.3800","3.6277","0.1016"
"","4.4000","3.6292","0.1018"
"","4.4200","3.6308","0.1010"
"","4.4400","3.6325","0.0974"
"","4.4600","3.6341","0.1000"
"","4.4800","3.6357","0.0996"
"","4.5000","3.6373","0.1017"
"","4.5200","3.6390","0.1050"
"","4.5400","3.6408","0.0992"
"","4.5600","3.6427","0.1053"
"","4.5800","3.6446","0.1070"
"","4.6000","3.6465","0.1021"
"","4.6200","3.6484","0.1080"
"","4.6400","3.6502","0.0988"
"","4.6600","3.6519","0.1079"
"","4.6800","3.6536","0.1050"
"","4.7000","3.6552","0.1088"
"","4.7200","3.6567","0.1058"
"","4.7400","3.6582","0.1072"
"","4.7600","3.6596","0.1097"
"","4.7800","3.6611","0.1080"
"","4.8000","3.6626","0.1129"
"","4.8200","3.6642","0.1074"
"","4.8400","3.6658","0.1110"
"","4.8600","3.6674","0.1098"
"","4.8800","3.6690","0.1120"
"","4.9000","3.6705","0.1109"
"","4.9200","3.6722","0.1130"
"","4.9400","3.6738","0.1130"
"","4.9600","3.6756","0.1157"
"","4.9800","3.6775","0.1141"
"","5.0000","3.6793","0.1140"
"","5.0200","3.6811","0.1167"
"","5.0400","3.6830","0.1135"
"","5.0600","3.6849","0.1170"
"","5.0800","3.6867","0.1152"
"","5.1000","3.6885","0.1189"
"","5.1200","3.6902","0.1187"
"","5.1400","3.6919","0.1183"
"","5.1600","3.6935","0.1187"
"","5.1800","3.6951","0.1169"
"","5.2000","3.6966","0.1206"
"","5.2200","3.6981","0.1190"
"","5.2400","3.6996","0.1240"
"","5.2600","3.7011","0.1190"
"","5.2800","3.7026","0.1247"
"","5.3000","3.7040","0.1182"
"","5.3200","3.7056","0.1227"
"","5.3400","3.7072","0.1209"
"","5.3600","3.7090","0.1226"
"","5.3800","3.7108","0.1213"
"","5.4000","3.7126","0.1231"
"","5.4200","3.7144","0.1243"
"","5.4400","3.7162","0.1230"
"","5.4600","3.7180","0.1262"
"","5.4800","3.7198","0.1249"
"","5.5000","3.7214","0.1287"
"","5.5200","3.7231","0.1248"
"","5.5400","3.7247","0.1290"
"","5.5600","3.7263","0.1270"
"","5.5800","3.7280","0.1271"
